Country,Year,Country_Code,Continent,Region,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax,Gov_Subsidies,Education_Campaign,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield
Mexico,1960,MEX,North America,Central America,21784967.67,15273.43,63.64,1386468.3,72.64,31.38,28.65,64.18,174.38,9.26,39.9,1857406.35,5222631.91,4.2,0,0,0,23.91,1,47.31
Mexico,1994,MEX,North America,Central America,26032648.86,12811.31,22.17,577095.09,74.01,31.43,7.09,180.62,60.74,9.12,35.11,7862382.95,7824449.05,1.36,0,0,1,16.23,4,49.89
USA,2016,USA,North America,Northern America,82808720.44,35614.38,42.55,3523468.71,72.22,12.34,43.52,277.02,116.59,3.5,29.75,5622748.24,6169942.52,4.89,0,1,1,24.59,4,71.55
Indonesia,1977,IDN,Asia,Southeast Asia,196026435.4,17354.89,7.04,1379284.65,59.86,18.17,30.98,101.71,19.28,14.54,13.59,564288.19,1171346.54,3.53,1,1,1,36.29,4,55.83
South Africa,2008,ZAF,Africa,Sub-Saharan Africa,54224544.33,30395.61,62.98,3415084.87,78.33,22.59,18.52,240.01,172.57,14.61,24.94,5345593.64,478466.28,2.7,0,1,0,80.1,4,33.42
South Africa,2016,ZAF,Africa,Sub-Saharan Africa,245093794.1,35758.53,34.1,8358409.52,72.64,25.56,39.81,105.62,93.44,9.13,27.17,9214838.74,3781905.7,3.9,1,1,0,86.77,5,63.44
South Africa,1991,ZAF,Africa,Sub-Saharan Africa,168740451.2,10073.61,20.56,3468557.87,52.09,5.83,24.26,66.5,56.32,8.15,11.78,684418.48,2111609.39,2.41,1,0,1,74.61,3,58.99
France,2012,FRA,Europe,Western Europe,35704243.61,43108.62,60.14,2147093.97,63.25,9.04,31.99,128,164.77,9.33,23.09,9464353.95,9171279.43,4,0,1,0,25.48,3,68.26
Mexico,1967,MEX,North America,Central America,296477728.7,5129.78,12.07,3579197.91,64.1,10.52,57.22,53.31,33.08,11.16,21.19,3798345.09,5796434.61,2.01,0,0,0,74.58,1,90.55
China,1970,CHN,Asia,East Asia,147520055.2,41558.8,65.14,9609187.67,81.65,11.67,4.16,75.6,178.48,7.7,14.19,7763017.72,6943748.53,0.62,0,0,1,57.64,3,40.67
China,1967,CHN,Asia,East Asia,298675154.8,28764.46,21.32,6367916.25,87.28,37.22,7.58,41.76,58.42,5.27,36.82,1872665.39,9466845.35,1.85,0,0,0,19.37,5,89.13
India,1987,IND,Asia,South Asia,259296610.8,31659.06,26.57,6889722.3,80.03,10.68,12.38,192.26,72.8,15.1,31.92,2016621.29,1533010.9,3.24,0,1,1,49.54,3,33.05
Japan,1980,JPN,Asia,East Asia,137453952.5,18221.84,31.58,4341333.17,71.52,7.58,58.75,237.32,86.54,14.78,24.53,7426639.33,5756740.47,4.52,0,0,0,46.01,5,56.33
China,1997,CHN,Asia,East Asia,126222092.8,42158.42,40.63,5128069.57,56.76,21.51,48.6,33.5,111.32,7.43,30.54,6344928.67,3888314.44,1.67,0,0,1,60.79,3,71.86
Mexico,1997,MEX,North America,Central America,29676905.39,13553.33,43.14,1280335.51,58.84,37.94,21.1,74.18,118.21,11.58,32.61,149092.51,3818858.86,4.52,0,1,0,24.8,4,39.28
France,1965,FRA,Europe,Western Europe,278027012.2,28208.92,34.11,9483015.64,56.4,38.75,24.28,103.12,93.46,9.24,30.3,4952217.07,6807627.42,1.31,0,0,1,84.49,4,46.63
France,1961,FRA,Europe,Western Europe,253288679.5,588.84,34.01,8615273.51,67.71,28.67,17.95,281.66,93.2,10.38,35.12,9188136,2030934.88,1.62,0,0,0,56.76,2,55.57
Brazil,1969,BRA,South America,South America,93690745.37,47022.23,23.54,2205900.45,78.9,11.24,13.51,183.43,64.51,4.79,32.19,5324997.86,6341058.73,3.02,0,1,0,88.32,5,49.13
Mexico,2001,MEX,North America,Central America,226243065,47440.68,29.95,6775444.59,80.37,5.13,3.65,41.11,82.06,12.42,33.97,279671.07,3632500.46,2.9,0,0,0,11.6,5,60.3
Germany,1968,DEU,Europe,Western Europe,229056098.5,35665.63,35.36,8100338.02,53.85,16.73,2.02,117.23,96.9,9.45,23.17,4893193.58,1185887.46,4.47,0,1,0,17.73,3,70.04
France,2014,FRA,Europe,Western Europe,69145304.45,21450.37,43.84,3031552.9,69.84,9.39,30.1,217.4,120.13,4.36,22.61,452446.99,8479146.93,1.57,0,0,0,85.19,3,90.87
Japan,1962,JPN,Asia,East Asia,184482985.5,9341.25,13.5,2489688.68,69.26,31.43,31.81,293.69,36.98,12.7,17.54,4528118.12,1430981.57,4.82,0,0,0,36.74,5,87.8
India,1961,IND,Asia,South Asia,77253612.22,24876.91,54.66,4222550.85,67.56,38.92,45.69,224.13,149.76,14.98,22.26,7372264.27,5059219.97,3.12,0,1,1,16.76,4,97.9
Brazil,1995,BRA,South America,South America,237175929.5,39674.82,49.24,11677862.07,62.05,7.93,5.71,62.54,134.91,3.21,29.4,1310152.18,2777705.81,3.33,1,1,1,80.18,1,88.37
Indonesia,1968,IDN,Asia,Southeast Asia,201002893.6,26611.08,34.86,7006429.47,70.66,36.59,55.47,10.97,95.51,10.18,12.81,1990033.25,6135975.93,4.98,0,0,0,44.56,2,87.54
Japan,1985,JPN,Asia,East Asia,98477501.78,42547.49,66.55,6553715.54,73.99,30.49,51.16,149.89,182.35,4.19,35.84,3935449.56,6370608.24,2.06,0,0,0,21.82,2,99.53
Mexico,1993,MEX,North America,Central America,11818435.2,16000.13,6.33,74822.87,65.09,35.44,32.07,110.07,17.35,7.94,5.96,1495670.02,5428866.7,2.68,0,0,0,56.92,4,54.87
Mexico,2007,MEX,North America,Central America,37987688.62,43068.22,57.74,2193327.62,87.8,37.3,8.02,284.43,158.2,8.73,37.71,2718821.31,8964236.4,0.7,0,0,0,21.9,1,96.1
Russia,1989,RUS,Europe,Eastern Europe,196814842.3,22252.94,38.26,7530550.33,63.55,19.44,9.36,23.32,104.84,5.38,34.77,1345319.3,3027358.44,2.63,0,0,0,35.79,5,45.19
Brazil,1967,BRA,South America,South America,189679576.4,36731.13,49.49,9388117.88,82.05,29.83,37.04,85.36,135.62,9.68,31.59,4715674.29,2247337.57,4.85,0,1,1,66.82,3,88.63
India,1962,IND,Asia,South Asia,125031827.6,43953.25,34.64,4331266.59,68.61,27.08,58.72,132.78,94.92,9.94,25.99,5870597.62,1958327.42,4.29,0,0,1,70.11,3,84.43
Mexico,1970,MEX,North America,Central America,208121325.7,24475.86,17.47,3636061.48,69.85,16.4,49.88,277.77,47.87,4.3,25.05,7565783.03,4814519.03,3.72,0,0,0,24.87,2,83.76
Mexico,1984,MEX,North America,Central America,148391638,23010.02,64.12,9515374.39,84.79,34.13,24.86,199.26,175.7,11.1,27.71,1039139.26,2740240.46,2.93,0,0,0,16.07,1,53.47
Japan,2011,JPN,Asia,East Asia,93255582.05,40369.7,53.11,4953027.7,69.71,31.91,21.01,45.22,145.53,6.56,5.19,8692306.5,7483689.68,4.06,0,0,1,28.62,2,91.97
Brazil,1964,BRA,South America,South America,44599934.78,44296.35,41.37,1845247.84,77.18,20.58,0.81,249.21,113.36,5.07,34.21,6996822.89,425133.91,1.28,0,0,1,65.6,5,59.61
Mexico,2021,MEX,North America,Central America,102988377.5,48733.8,34.15,3517018.62,82.37,19.73,0.46,192.65,93.57,7.09,33.57,1079454.28,1166061.86,1.03,0,0,1,80.24,3,69.85
Brazil,1971,BRA,South America,South America,190833329.3,17609.69,37.46,7147959.26,86.32,5.38,28.47,14.68,102.63,11.14,22.02,3795322.48,6198255.71,0.58,0,1,1,53.84,1,48.1
Australia,2014,AUS,Oceania,Australia & New Zealand,222401578.1,29937.09,58.53,13017160.7,58.73,34.52,4.16,276.39,160.37,15.82,13.29,3781143.65,755247.91,2.75,0,0,0,73.2,1,41.93
Indonesia,1989,IDN,Asia,Southeast Asia,48941562.78,41234.46,5.81,284483.67,89.01,14.94,9.38,23.76,15.93,12.85,16.7,7041371.31,3182095.59,3.59,0,1,0,51.41,1,90.62
China,1986,CHN,Asia,East Asia,199617450.3,26826.67,61.25,12225924.99,88.61,21.48,58.82,186.88,167.82,14.66,19.95,1498183.88,6261202.41,1.95,0,0,1,75.18,3,90.11
South Africa,2002,ZAF,Africa,Sub-Saharan Africa,54604573.39,23361.74,8.04,438959.52,61.89,19.4,43.03,184.24,22.03,5,10.57,614875.87,2166628.83,0.61,1,1,1,86.76,4,46.35
China,1964,CHN,Asia,East Asia,67323983.7,28810.64,45.03,3031891.8,74.55,28.73,27.14,186.55,123.39,9.04,26.28,250248.7,7781308.16,0.8,0,1,0,16.58,5,34.34
China,2023,CHN,Asia,East Asia,159863854.8,18164.92,26.65,4260846.08,51.88,18.65,51.47,256,73.03,8.42,10.31,8674241.5,9599642.2,1.2,0,0,0,11.23,4,42.53
Indonesia,1979,IDN,Asia,Southeast Asia,87471488.29,10007.77,49.09,4293569.33,56.71,11.29,10.64,45.86,134.49,9.11,28.92,6188140.53,9363822.56,2.52,0,0,1,87.41,1,73
Mexico,2011,MEX,North America,Central America,198817036.9,3798.24,10.56,2099565.48,73.35,35.4,23.36,165.05,28.94,4.84,24.73,205876.4,873108.71,2.44,0,0,1,85.08,2,50.03
South Africa,1980,ZAF,Africa,Sub-Saharan Africa,286777210.6,30694.05,41.16,11802349.21,76,11.42,17.69,176.35,112.77,13.91,34.25,9370224.15,7197745.36,1.11,0,0,0,20.43,4,54.42
France,2000,FRA,Europe,Western Europe,171582738.9,44206.17,37.15,6374549.41,78.19,11.87,54.07,163.14,101.8,9.02,36.7,7486811.2,1767535.41,3.41,0,0,1,59.41,3,77.28
France,2019,FRA,Europe,Western Europe,277066455.6,11536.48,10.48,2904357.19,81.72,20.93,31.57,155.27,28.72,6.96,27.85,8546783.02,940389.96,2.59,0,0,0,45.15,4,92.85
China,2009,CHN,Asia,East Asia,53782164.02,15880.23,7.43,399579.84,56.74,19.81,25.44,230.1,20.36,6.69,5.03,6497782.84,1037271.12,3.77,1,0,0,44.22,3,84.26
Australia,2023,AUS,Oceania,Australia & New Zealand,110688420.1,48540.06,45.38,5022828.83,76.38,32.87,59.89,52.31,124.34,11.03,20.31,709204.82,4968873.38,4.86,0,0,0,42.46,1,44.29
Brazil,2003,BRA,South America,South America,37961433.66,28036.41,9.52,361373.39,72.5,11.82,12.38,18.58,26.08,15.13,38.84,5667631.46,8734858.11,0.76,0,0,0,62.78,2,72.69
Japan,2014,JPN,Asia,East Asia,192969277.8,17664.28,9.63,1859022.93,54.7,32.15,24.47,280.13,26.4,13.73,38.62,4528940.21,3321823.9,4.98,0,0,1,75.9,2,77.91
Australia,1983,AUS,Oceania,Australia & New Zealand,199590513.5,37297.07,18.62,3715984.31,66.79,21.58,42.23,239.6,51.01,8.07,28.17,2687636.66,6028582.02,1.11,0,0,1,45.14,3,89.57
Germany,1966,DEU,Europe,Western Europe,163095987.5,28870.58,18.27,2980209.45,84.55,35.29,34.45,102.72,50.07,4.89,13.29,6954511.94,3760471.76,4.55,0,0,0,18.73,4,75.29
Australia,1983,AUS,Oceania,Australia & New Zealand,224131999.5,44510.43,36.26,8127800.45,58.68,19.45,57.11,11.14,99.36,3.01,16.25,2026172.59,9822632.34,3.79,0,1,0,27.06,1,93.33
India,1970,IND,Asia,South Asia,287296532.7,20027.45,19.25,5531125.39,78.84,27.09,34.12,40.58,52.75,11.89,19.48,2623407.53,154633.54,4.13,1,0,0,67.41,5,41.42
Brazil,1961,BRA,South America,South America,67406766.17,40622.23,38.44,2590909.94,89.03,31.48,48.63,248.59,105.32,7.61,29.74,9869529.02,7620750.07,1.12,1,0,0,47.22,2,77.49
Russia,2003,RUS,Europe,Eastern Europe,282399676.8,46373.46,10.21,2884523.01,64.01,20.04,52.27,298.17,27.99,9.42,6.6,5076799.26,7501608.05,1.21,1,0,0,34.31,3,48.77
Mexico,2000,MEX,North America,Central America,249300638,8049.8,49.38,12309976.77,60.16,7.96,38.35,187.68,135.3,15.87,23.22,7015875.32,2791757.6,3.66,0,1,1,55.14,1,74.58
Japan,1965,JPN,Asia,East Asia,229696255.4,17163.55,43.06,9891759.29,51.99,9.2,22.86,103.65,118,12.26,25.25,8147805.25,8655649.53,0.58,0,0,0,50.21,1,63.94
Brazil,1966,BRA,South America,South America,32318966.97,21574.26,18.79,607196.28,57.14,25.01,38.86,156.38,51.48,15.21,18.56,6828226.31,5864137.54,2.8,0,0,1,42.66,3,91.45
Australia,1977,AUS,Oceania,Australia & New Zealand,183098033.4,10169.8,67.11,12288318.36,69.76,39.47,59.29,194.48,183.89,7.86,10.89,3085863.72,1891857.66,1.28,0,0,1,21.85,4,38.91
Germany,2004,DEU,Europe,Western Europe,219840674.7,988.26,67.17,14766941.22,89.13,35.02,16.89,228.55,184.05,10.18,39.68,1214869.81,4278973.71,0.87,0,0,0,46.93,2,65.12
Mexico,1968,MEX,North America,Central America,293443013.7,48837.21,39.58,11613376.03,81.5,34.56,54.54,153.18,108.44,9.37,17.27,1235697.06,6941829.49,2.1,0,0,1,11,2,63.13
Japan,1987,JPN,Asia,East Asia,151810206.3,15360.99,34.78,5280271.61,69.47,19.41,0.44,295.34,95.3,13.88,18.77,4697250.73,8834040.13,4.88,1,0,1,64.74,4,63.67
China,2022,CHN,Asia,East Asia,226252232,24432.3,6.75,1528089.46,74.69,8.57,36.1,185.3,18.51,11.44,34.28,8187166.04,5514036.53,1.38,0,0,1,89.57,3,93.78
Brazil,2023,BRA,South America,South America,130663248.9,24701.55,31.99,4179666.88,65.04,25.35,28.9,167.16,87.65,5.05,12.71,585953.91,8732670.11,2.72,1,0,1,80.01,5,87.2
India,1978,IND,Asia,South Asia,17341271.79,43526.67,64.11,1111787.51,57.14,7.43,28.15,263.3,175.67,11.1,20.97,5454512.23,9604361.47,2.71,0,0,1,27.6,2,38.88
India,1963,IND,Asia,South Asia,34320230.76,30054.48,35.38,1214381.55,73.59,20.64,14.04,140.27,96.95,5.09,14.31,1587982.74,7045059.07,2.7,0,0,1,22.99,2,59.15
Russia,1963,RUS,Europe,Eastern Europe,181025499.8,41408.34,40.78,7382523.96,71.12,24.82,35.85,147.35,111.74,8.41,6.48,7045765.39,8674559.3,4.77,0,0,1,47,3,48.31
China,1972,CHN,Asia,East Asia,86216239.77,45643.71,15.27,1316726.54,87.78,12.99,1.02,215.96,41.85,14.17,17.85,3242479.96,9497988.36,2.15,1,1,0,27.75,4,81.99
Australia,1987,AUS,Oceania,Australia & New Zealand,42214353.54,28514.68,6.02,254016.11,75.99,32.14,26.03,56.35,16.49,3.09,7.66,2380823.68,3537596.04,0.9,0,1,0,42.92,1,74.34
Indonesia,2016,IDN,Asia,Southeast Asia,102627707.3,14631.38,69.57,7139805.41,80.94,28.62,22.02,47.76,190.62,16.12,38.96,80888.44,8191019.13,0.87,0,0,0,89.93,3,39.73
Germany,1970,DEU,Europe,Western Europe,61093298.68,25186.04,26.99,1648707.93,53.71,10.18,11.58,189.32,73.94,5.5,9.93,5117239.6,6143249.31,4.33,1,1,1,79.54,3,47.84
China,2012,CHN,Asia,East Asia,8157900.506,42618.05,23.16,188918.61,80.44,39.43,30.64,63.2,63.45,4.81,39.46,6030153.37,7727885.17,3.07,0,0,0,59.62,5,82.68
India,1961,IND,Asia,South Asia,46392382.58,29389.15,42.13,1954664.52,89.31,23.97,41.42,136.3,115.45,9.22,21.1,6982402.84,1122734.91,1.43,0,0,0,47.84,1,78.27
Mexico,1965,MEX,North America,Central America,265040310.3,44838.23,53.45,14165266.14,76.3,5.92,48.78,243.29,146.44,14.86,10.8,9870267.3,9084118.88,4.35,0,0,1,48.12,2,88.91
Australia,1971,AUS,Oceania,Australia & New Zealand,4599147.468,44824.08,21.34,98152.74,79.68,17.25,27.73,99.89,58.48,4.93,14.3,5655074.32,7204047.1,3.98,0,0,1,85.38,3,57.13
South Africa,2021,ZAF,Africa,Sub-Saharan Africa,232381240.8,18981.3,39.07,9078681.99,89.18,39.28,14.39,225.26,107.05,3,18.55,6522776.36,2512152.84,2.19,0,1,1,23.44,5,85.55
Russia,1999,RUS,Europe,Eastern Europe,169707068.8,34056.73,36.26,6154046.37,82.97,10.29,34.75,21.53,99.36,10.29,29.98,6883344.97,6583948.12,3.37,0,0,0,43.71,3,56.15
China,2015,CHN,Asia,East Asia,263539708.1,23545.08,38.16,10056066.01,67.04,26.64,19.05,135.82,104.55,3.61,11.91,9659070.15,1777213.17,3.41,0,0,1,83.08,4,57.06
China,1983,CHN,Asia,East Asia,143047595.1,7894.58,8.08,1155474.84,76.33,5.76,31.38,102.19,22.13,8.97,36.97,5812296.18,5210780.12,3.22,0,1,0,86.62,2,84.35
India,2021,IND,Asia,South Asia,52788662.49,42473.83,59.6,3146195.14,60.26,31.51,33.39,146,163.3,5.54,20.82,5884635.73,6365367.05,2.2,0,0,1,28.73,2,72.79
Russia,2011,RUS,Europe,Eastern Europe,129277755.2,47167.83,45.8,5920646.73,89.71,19.45,14.03,161.69,125.49,8.64,17.57,8297366.92,5512049.88,3.22,1,0,0,26.87,5,90.48
Indonesia,2014,IDN,Asia,Southeast Asia,59280251.1,7506.67,66.2,3924167.55,63.17,18.86,22.7,283.38,181.38,16.12,26.91,157963.51,3336848.83,1.82,0,0,1,54.25,5,75.34
India,2019,IND,Asia,South Asia,113426344.5,33533.4,43.98,4988782.64,54.91,18.4,42.46,146.93,120.51,15.75,24.21,1928743.54,7029349.77,3.05,0,1,0,88.58,5,89.97
India,2020,IND,Asia,South Asia,149509643.5,32008.89,16.84,2517861.33,62.9,25.88,23.24,258.67,46.14,15.2,36.31,1752100.13,6392880.59,3.1,1,1,0,72.11,4,86.04
Japan,1968,JPN,Asia,East Asia,108610366,38123.7,36.46,3960292.29,84.24,30,26.65,256.7,99.91,7.56,10.55,721943.81,2327679.82,4.93,0,1,0,14.79,3,93.99
South Africa,1985,ZAF,Africa,Sub-Saharan Africa,197456237.9,34941.09,48.21,9518417.98,62.56,27.67,38.4,267.36,132.08,12.25,20.8,3597876.65,3784417.37,1,0,0,1,76.51,3,78.76
Indonesia,1963,IDN,Asia,Southeast Asia,280839423.4,11247.89,29.32,8235480.5,74.45,13.46,11.45,166,80.35,14.02,11.98,7520352.89,4717108.55,0.84,0,0,0,79.26,1,87.29
Japan,2000,JPN,Asia,East Asia,105096654.9,14915.03,40.92,4300789.4,87.41,29.74,52.01,92.99,112.13,9.51,8.73,5954503.48,8510929.86,1.8,0,1,0,36.28,3,67.74
Indonesia,2003,IDN,Asia,Southeast Asia,107366114.6,8678.99,15.57,1672200.74,60.4,9.74,20.3,238.01,42.67,8.53,15.09,2676056.19,1044573.02,1.87,0,0,0,35.71,4,98.38
France,1963,FRA,Europe,Western Europe,221752438.7,46096.63,55.51,12310158.72,55.25,39,41.26,103.58,152.11,12.67,7.37,8917094.29,4016863.52,4.85,1,0,0,52.38,3,31.76
Indonesia,2008,IDN,Asia,Southeast Asia,159646688.5,26330.26,64.12,10236457.54,53.87,21.58,17.83,269.78,175.69,10.01,26.09,3123920.31,938836.17,4.99,0,0,0,82.56,5,54.57
Mexico,2011,MEX,North America,Central America,129222992.4,48819.98,25.47,3290919.05,67.61,8.2,38.89,40.41,69.78,10.16,34.8,5232709.08,6753664.83,3.74,1,1,0,23.58,5,73.9
Mexico,1993,MEX,North America,Central America,244328648.3,22741.43,56.57,13820826.32,54.17,25.18,16.64,206.66,154.99,9.19,15.58,430960.6,4080694.98,1.13,1,1,0,56.64,1,93.39
USA,1972,USA,North America,Northern America,177585395.2,39570.05,21.04,3735649.41,84.51,6.36,6.29,186.05,57.64,13.53,9.54,9773181.93,8447917.18,4.44,0,1,1,36.34,2,65.39
France,1974,FRA,Europe,Western Europe,140419480.8,11941.9,30.12,4228938.11,73.27,39.86,34.05,291.67,82.52,9.08,28.65,4086132.99,7281632,2.96,0,0,0,39.26,3,89.57
Indonesia,1997,IDN,Asia,Southeast Asia,130229999.8,5341.44,41.59,5416789.83,54.01,13.59,8.29,92.67,113.97,10.28,5.67,3026469.41,9735290.55,3.49,0,1,0,79.48,1,93.98
Brazil,2000,BRA,South America,South America,79467131.78,40370.49,10.67,848127.19,74.38,24.17,19.17,267.95,29.24,8.42,27.5,9162308.32,1396259.16,3.33,0,0,0,27.55,5,37.04
Mexico,2002,MEX,North America,Central America,134517299.5,4522.31,8.36,1124733.55,69.29,5.45,50.06,63.96,22.91,3.06,25.91,598828.53,4158081.81,2.08,0,0,0,88.65,2,35.67
France,2014,FRA,Europe,Western Europe,63638563.66,13242.91,66.92,4258656.82,68.54,8.95,59.02,134.88,183.36,11.64,19.96,1323047.81,1435334.22,2.19,0,0,0,30.18,5,60.52
Australia,2003,AUS,Oceania,Australia & New Zealand,271125765,22768.42,46.95,12728643.21,60.61,33.09,17.03,102.6,128.64,3.41,39.58,8210617.9,4262087.62,1.98,0,1,1,48.88,3,33.49
Mexico,2015,MEX,North America,Central America,228125312.1,26365.94,40.18,9166566.05,59.13,22.62,30.39,16.17,110.1,7.14,21.32,3868219.1,2632216.75,2.61,1,0,1,83.59,1,32.68
South Africa,2002,ZAF,Africa,Sub-Saharan Africa,215223147.8,6102.8,37.85,8145557.03,67.27,22.81,31.01,42.75,103.7,9.49,17.64,1770724.29,6692651.65,1.35,0,0,1,56.64,5,41.86
China,1967,CHN,Asia,East Asia,182827651.3,15028.37,31.53,5765013.24,51.34,19.03,30.83,232.68,86.4,10.32,18.75,8163721.48,5946211.1,0.88,0,0,1,12.93,2,44.31
South Africa,1997,ZAF,Africa,Sub-Saharan Africa,180578898.9,17598.65,29.17,5267006.73,77.87,20.16,3.51,296.61,79.92,6.95,5.37,597774.29,778380.39,1.91,0,1,0,20.77,4,48.05
Japan,1977,JPN,Asia,East Asia,38109346.72,16099.83,47.25,1800856.18,50.51,27.87,4.8,271.79,129.48,15.9,5.92,5959092.51,8799194.98,0.67,0,0,1,82.95,3,91.14
Brazil,1988,BRA,South America,South America,270657040.3,18347.78,14.85,4019740.79,60.66,16.18,56.38,72.82,40.69,13.67,8.81,9491163.3,5726215.27,0.55,0,1,0,35.48,5,39.31
USA,1970,USA,North America,Northern America,26659124.73,24875.12,58.05,1547680.38,54.8,23.63,1.09,296.43,159.07,12.54,13.27,998716.48,4463767.24,3.28,0,0,0,67.56,4,79.27
Indonesia,2015,IDN,Asia,Southeast Asia,102412218.4,26905.98,46.35,4746389.6,66.68,34.9,32.43,68.8,126.99,8.63,9.85,6418676.77,9748833.81,2.08,0,0,0,86.58,2,77.09
Russia,1965,RUS,Europe,Eastern Europe,153195273.1,13885.97,39.83,6101392.45,72.37,10.88,3.89,97.49,109.13,4.56,22.98,7599255.05,8378578.35,0.51,0,0,0,67.64,4,35.3
Mexico,1968,MEX,North America,Central America,206116839,16473.44,53.68,11064277.47,62.41,39.28,47.59,190.62,147.08,15.05,30.76,81717.17,2606726.83,4.16,0,0,1,31.92,1,44.23
South Africa,1981,ZAF,Africa,Sub-Saharan Africa,27800843.94,39109.88,14.99,416687.77,54.87,31.27,2.96,94.49,41.07,9.29,7.69,6476238.36,6265046.48,0.91,0,0,0,23.79,5,41.69
South Africa,2005,ZAF,Africa,Sub-Saharan Africa,261969051.8,43400.81,64.78,16970761.43,50.73,17.81,32.96,120.6,177.5,10.79,25.51,1147526.42,2337994.29,2.36,0,1,1,53.61,3,39.35
India,2010,IND,Asia,South Asia,13123140.5,2335.47,22.59,296427.71,78.15,18.13,37.16,224.97,61.89,3.85,17.36,6301740.01,5710042.4,0.57,0,0,0,22.45,5,31.86
France,1984,FRA,Europe,Western Europe,257449210.4,30455.15,22.08,5684280.14,85.46,12.19,5.76,182.06,60.5,12.81,22.17,2867837.9,7321071.98,4.35,1,1,0,79.83,2,52.56
Japan,2017,JPN,Asia,East Asia,9267875.004,31855.06,57.97,537246.35,54.02,14.38,35.66,244.94,158.83,10.51,14.31,1095390.73,4656538.66,1.68,0,0,1,26.67,1,68.67
USA,1990,USA,North America,Northern America,46903467.99,36996.81,26.71,1252764.82,59.23,25.55,56.5,234.89,73.18,5.97,35.23,4557880.24,3015245.93,3.72,0,0,0,64.81,1,35.6
Germany,1980,DEU,Europe,Western Europe,240296824.3,34845.42,59,14176559.71,50.81,5.13,5.84,241.79,161.65,5.59,20.83,6232708.66,3409199.36,1.32,0,0,0,14.98,3,70.99
Indonesia,1997,IDN,Asia,Southeast Asia,258189166.7,43932.51,26.32,6795704.59,85.4,5.81,41.08,61.57,72.12,10.59,10.62,3169557.43,8612925.84,4.8,0,1,1,21.27,4,78.7
Germany,2011,DEU,Europe,Western Europe,294697483,4384.38,40.79,12022101,67.79,39.53,16.28,84.51,111.78,14.17,32.71,5273538.02,703846.92,4.18,0,1,1,63.88,5,36.64
Indonesia,1978,IDN,Asia,Southeast Asia,35598733.67,19724.43,20,712149.86,87.01,13.24,16.42,62.95,54.81,9.29,31.31,3693442.19,9121752.6,0.76,0,0,0,65.07,3,85.26
USA,1969,USA,North America,Northern America,158408883.7,39213.43,52.55,8324200.56,68.72,34.03,32.65,45.56,143.98,14.4,21.97,9393503.7,2585110.28,0.94,0,1,1,81.85,3,63.38
India,2005,IND,Asia,South Asia,24069592.14,42405.71,15.85,381531.24,84.49,26.43,55.67,256.58,43.43,4.8,30.26,5959143.88,6155901.65,1.11,0,0,1,89.31,1,45.38
Indonesia,1996,IDN,Asia,Southeast Asia,47765880.16,13606.04,63.46,3031368.28,88.07,20.61,13.84,11.11,173.89,10.65,26.07,3247826.08,5020399.15,2.81,0,1,1,68.55,3,60.42
India,1978,IND,Asia,South Asia,19953087.19,9447.87,35.65,711374.27,75.63,6.75,5.49,263.14,97.69,7.02,39.98,5774983.3,8992446.41,3.17,0,0,0,47.77,1,35.08
France,2020,FRA,Europe,Western Europe,268000962,42619.27,6.56,1758467.7,76.66,31.46,56.41,58.57,17.98,3.45,32.03,9804319.08,8278308.52,1.65,0,0,0,14.08,4,91.6
Brazil,1997,BRA,South America,South America,188098372.3,31376.77,34.06,6405798.97,84.21,15.56,58.58,178.43,93.31,7.49,37.48,5302023.22,6761963.63,4.76,1,1,0,20.77,1,70.81
China,2021,CHN,Asia,East Asia,60394916.4,25711.36,64.82,3914616.51,87.85,8.61,15.97,203.47,177.6,14.64,25.22,8040507.19,1186098.95,4.56,0,1,0,80.75,5,53.41
France,1967,FRA,Europe,Western Europe,299524967.1,13311.92,65.52,19624539.28,85.97,34.96,0.43,64.12,179.52,14.09,25.59,5897275.28,9472964.39,4.8,0,1,0,17.92,3,98.68
Brazil,2005,BRA,South America,South America,104862964.2,44709.57,39.65,4157647.48,88.92,33.28,53.1,295.4,108.64,6.88,5.82,5847113.26,8892006.16,4.88,0,0,1,16.39,3,74.78
Japan,1994,JPN,Asia,East Asia,271623216.9,7818.05,20.2,5486870.86,76.12,19.88,54.84,224.45,55.35,8.68,19.52,4213950.5,5112088.46,0.99,0,0,0,30.14,1,56.41
Japan,1997,JPN,Asia,East Asia,284537134.9,23639.26,36.66,10431749.31,59.31,18.22,44.66,159.7,100.45,8.74,22.81,6868663.37,8347683.52,4.8,0,0,0,86.72,3,33.85
Indonesia,2002,IDN,Asia,Southeast Asia,284747655.5,29348.52,26.11,7435305,73.02,19.96,56.37,155.28,71.55,14.26,13.2,4939551.84,9193140.01,3.28,0,1,1,85.53,2,33.45
China,2023,CHN,Asia,East Asia,226098438.7,41265.51,34.12,7714267.53,66.85,19.71,15.94,189.21,93.49,10.78,17.58,8449651.6,1314893.9,1.75,0,1,0,21.67,5,59.37
